seasonType,eventId,playOrder,playId,typeId,text,shortText,period,clockValue,clockDisplayValue,teamId,scoringPlay,shootout,wallclock,goalPositionX,goalPositionY,fieldpositionX,fieldPositionY,fieldPosition2X,fieldPosition2Y,athleteId,participant,updateDateTime
12827,716377,92,44168982,96,Jet Van Beijeren (Heerenveen) Free Kick at 43',Jet Van Beijeren Free Kick,1,2530,43',20800,0,0,1980-01-01,0.0,0.0,0.638,0.735,0.456,0.775,330353.0,Jet Van Beijeren,2024-11-08 06:18:23
12827,716377,93,44168983,124,Elize Van Vilsteren (Heerenveen) Throw In at 43',Elize Van Vilsteren Throw In,1,2568,43',20800,0,0,1980-01-01,0.0,0.0,0.544,1.0,0.664,0.903,335204.0,Elize Van Vilsteren,2024-11-08 06:18:23
12827,716377,94,44168984,141,Jet Van Beijeren (Heerenveen) Assists Shot at 43',Jet Van Beijeren Assists Shot,1,2580,43',20800,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,330353.0,Jet Van Beijeren,2024-11-08 06:18:23
12827,716377,95,44168985,117,Hester Algra (Heerenveen) Shot Off Target at 43',Hester Algra Shot Off Target,1,2580,43',20800,0,0,1980-01-01,0.0,0.0,0.122,0.437,0.0,0.61,350378.0,Hester Algra,2024-11-08 06:18:23
12827,716377,95,44168985,117,Hester Algra (Heerenveen) Shot Off Target at 43',Hester Algra Shot Off Target,1,2580,43',20800,0,0,1980-01-01,0.0,0.0,0.122,0.437,0.0,0.61,330353.0,Jet Van Beijeren,2024-11-08 06:18:23
12827,716377,96,44168986,162,Nina Nijstad (PSV Eindhoven) Blocked Pass at 44',Nina Nijstad Blocked Pass,1,2608,44',20802,0,0,1980-01-01,0.0,0.0,0.798,0.156,0.0,0.0,316075.0,Nina Nijstad,2024-11-08 06:18:23
12827,716377,97,44168987,95,Riola Xhemaili (PSV Eindhoven) Corner Kick at 44',Riola Xhemaili Corner Kick,1,2634,44',20802,0,0,1980-01-01,0.0,0.0,0.0,0.034,0.0,0.0,309080.0,Riola Xhemaili,2024-11-08 06:18:23
12827,716377,98,44168988,124,Elize Van Vilsteren (Heerenveen) Throw In at 46',Elize Van Vilsteren Throw In,1,2700,45'+1',20800,0,0,1980-01-01,0.0,0.0,0.448,0.0,0.52,0.114,335204.0,Elize Van Vilsteren,2024-11-08 06:18:23
12827,716377,99,44168991,124,Melanie Bross (PSV Eindhoven) Throw In at 47',Melanie Bross Throw In,2,2764,47',20802,0,0,1980-01-01,0.0,0.0,0.62,0.0,0.964,0.891,309947.0,Melanie Bross,2024-11-08 06:18:23
12827,716377,100,44168992,66,Nina Nijstad (PSV Eindhoven) Foul at 47',Nina Nijstad Foul,2,2806,47',20802,0,0,1980-01-01,0.0,0.0,0.618,0.872,0.0,0.0,316075.0,Nina Nijstad,2024-11-08 06:18:23
12827,716377,100,44168992,66,Nina Nijstad (PSV Eindhoven) Foul at 47',Nina Nijstad Foul,2,2806,47',20802,0,0,1980-01-01,0.0,0.0,0.618,0.872,0.0,0.0,,Hester Algra,2024-11-08 06:18:23
12827,716377,101,44168993,96,Hester Algra (Heerenveen) Free Kick at 48',Hester Algra Free Kick,2,2827,48',20800,0,0,1980-01-01,0.0,0.0,0.666,0.891,0.168,0.494,350378.0,Hester Algra,2024-11-08 06:18:23
12827,716377,102,44168994,124,Melanie Bross (PSV Eindhoven) Throw In at 48',Melanie Bross Throw In,2,2850,48',20802,0,0,1980-01-01,0.0,0.0,0.728,1.0,0.816,0.939,309947.0,Melanie Bross,2024-11-08 06:18:23
12827,716377,103,44168995,141,Melanie Bross (PSV Eindhoven) Assists Shot at 49',Melanie Bross Assists Shot,2,2929,49',20802,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,309947.0,Melanie Bross,2024-11-08 06:18:23
12827,716377,104,44168996,117,Riola Xhemaili (PSV Eindhoven) Shot Off Target at 49',Riola Xhemaili Shot Off Target,2,2929,49',20802,0,0,1980-01-01,0.0,0.0,0.096,0.578,0.0,0.576,309080.0,Riola Xhemaili,2024-11-08 06:18:23
12827,716377,104,44168996,117,Riola Xhemaili (PSV Eindhoven) Shot Off Target at 49',Riola Xhemaili Shot Off Target,2,2929,49',20802,0,0,1980-01-01,0.0,0.0,0.096,0.578,0.0,0.576,309947.0,Melanie Bross,2024-11-08 06:18:23
12827,716377,105,44168997,124,Melanie Bross (PSV Eindhoven) Throw In at 51',Melanie Bross Throw In,2,3029,51',20802,0,0,1980-01-01,0.0,0.0,0.866,1.0,0.79,0.188,309947.0,Melanie Bross,2024-11-08 06:18:23
12827,716377,106,44168998,66,Jet Van Beijeren (Heerenveen) Foul at 51',Jet Van Beijeren Foul,2,3035,51',20800,0,0,1980-01-01,0.0,0.0,0.782,0.154,0.0,0.0,330353.0,Jet Van Beijeren,2024-11-08 06:18:23
12827,716377,106,44168998,66,Jet Van Beijeren (Heerenveen) Foul at 51',Jet Van Beijeren Foul,2,3035,51',20800,0,0,1980-01-01,0.0,0.0,0.782,0.154,0.0,0.0,,Chimera Ripa,2024-11-08 06:18:23
12827,716377,107,44168999,96,Melanie Bross (PSV Eindhoven) Free Kick at 51',Melanie Bross Free Kick,2,3051,51',20802,0,0,1980-01-01,0.0,0.0,0.85,0.216,0.754,0.639,309947.0,Melanie Bross,2024-11-08 06:18:23
12827,716377,108,44169000,124,Elize Van Vilsteren (Heerenveen) Throw In at 52',Elize Van Vilsteren Throw In,2,3061,52',20800,0,0,1980-01-01,0.0,0.0,0.408,1.0,0.554,0.315,335204.0,Elize Van Vilsteren,2024-11-08 06:18:23
12827,716377,109,44169001,162,Silje Stockmar (Heerenveen) Blocked Pass at 53',Silje Stockmar Blocked Pass,2,3126,53',20800,0,0,1980-01-01,0.0,0.0,0.548,0.918,0.0,0.0,392879.0,Silje Stockmar,2024-11-08 06:18:23
12827,716377,110,44169002,95,Melanie Bross (PSV Eindhoven) Corner Kick at 53',Melanie Bross Corner Kick,2,3136,53',20802,0,0,1980-01-01,0.0,0.0,0.0,0.844,0.0,0.0,309947.0,Melanie Bross,2024-11-08 06:18:23
12827,716377,111,44169003,141,Chantal Schouwstra (Heerenveen) Assists Shot at 53',Chantal Schouwstra Assists Shot,2,3175,53',20800,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,309878.0,Chantal Schouwstra,2024-11-08 06:18:23
12827,716377,112,44169004,117,Elfi Maass (Heerenveen) Shot Off Target at 53',Elfi Maass Shot Off Target,2,3175,53',20800,0,0,1980-01-01,0.0,0.0,0.284,0.454,0.0,0.464,309866.0,Elfi Maass,2024-11-08 06:18:23
12827,716377,112,44169004,117,Elfi Maass (Heerenveen) Shot Off Target at 53',Elfi Maass Shot Off Target,2,3175,53',20800,0,0,1980-01-01,0.0,0.0,0.284,0.454,0.0,0.464,309878.0,Chantal Schouwstra,2024-11-08 06:18:23
12827,716377,113,44169005,162,Sisca Folkertsma (PSV Eindhoven) Blocked Pass at 54',Sisca Folkertsma Blocked Pass,2,3206,54',20802,0,0,1980-01-01,0.0,0.0,0.592,0.766,0.0,0.0,250645.0,Sisca Folkertsma,2024-11-08 06:18:23
12827,716377,114,44169006,95,Nina Nijstad (PSV Eindhoven) Corner Kick at 55',Nina Nijstad Corner Kick,2,3265,55',20802,0,0,1980-01-01,0.0,0.0,0.0,0.674,0.0,0.0,316075.0,Nina Nijstad,2024-11-08 06:18:23
12827,716377,115,44169007,66,Chantal Schouwstra (Heerenveen) Foul at 56',Chantal Schouwstra Foul,2,3306,56',20800,0,0,1980-01-01,0.0,0.0,0.216,0.668,0.0,0.0,309878.0,Chantal Schouwstra,2024-11-08 06:18:23
12827,716377,115,44169007,66,Chantal Schouwstra (Heerenveen) Foul at 56',Chantal Schouwstra Foul,2,3306,56',20800,0,0,1980-01-01,0.0,0.0,0.216,0.668,0.0,0.0,,Melanie Bross,2024-11-08 06:18:23
12827,716377,116,44169008,96,Nicky Evrard (PSV Eindhoven) Free Kick at 56',Nicky Evrard Free Kick,2,3332,56',20802,0,0,1980-01-01,0.0,0.0,0.234,0.648,0.532,0.306,257550.0,Nicky Evrard,2024-11-08 06:18:23
12827,716377,117,44169009,68,Chimera Ripa (PSV Eindhoven) Offside at 56',Chimera Ripa Offside,2,3358,56',20802,0,0,1980-01-01,0.0,0.0,0.456,0.24,0.246,0.15,309861.0,Chimera Ripa,2024-11-08 06:18:23
12827,716377,118,44169010,96,Jasmijn Resink (Heerenveen) Free Kick at 57',Jasmijn Resink Free Kick,2,3388,57',20800,0,0,1980-01-01,0.0,0.0,0.256,0.521,0.45,0.962,325877.0,Jasmijn Resink,2024-11-08 06:18:23
12827,716377,119,44169011,66,Gwyneth Hendriks (PSV Eindhoven) Foul at 57',Gwyneth Hendriks Foul,2,3395,57',20802,0,0,1980-01-01,0.0,0.0,0.608,0.114,0.0,0.0,309986.0,Gwyneth Hendriks,2024-11-08 06:18:23
12827,716377,119,44169011,66,Gwyneth Hendriks (PSV Eindhoven) Foul at 57',Gwyneth Hendriks Foul,2,3395,57',20802,0,0,1980-01-01,0.0,0.0,0.608,0.114,0.0,0.0,,Eef Kerkhof,2024-11-08 06:18:23
12827,716377,120,44169012,96,Jet Van Beijeren (Heerenveen) Free Kick at 57',Jet Van Beijeren Free Kick,2,3419,57',20800,0,0,1980-01-01,0.0,0.0,0.532,0.064,0.244,0.53,330353.0,Jet Van Beijeren,2024-11-08 06:18:23
12827,716377,121,44169013,124,Chantal Schouwstra (Heerenveen) Throw In at 59',Chantal Schouwstra Throw In,2,3493,59',20800,0,0,1980-01-01,0.0,0.0,0.408,0.0,0.222,0.08,309878.0,Chantal Schouwstra,2024-11-08 06:18:23
12827,716377,122,44169014,124,Melanie Bross (PSV Eindhoven) Throw In at 59',Melanie Bross Throw In,2,3535,59',20802,0,0,1980-01-01,0.0,0.0,0.89,0.0,0.678,0.055,309947.0,Melanie Bross,2024-11-08 06:18:23
12827,716377,123,44169015,68,Veerle Buurman (PSV Eindhoven) Offside at 60',Veerle Buurman Offside,2,3549,60',20802,0,0,1980-01-01,0.0,0.0,0.84,0.72,0.44,0.034,359616.0,Veerle Buurman,2024-11-08 06:18:23
12827,716377,124,44169016,96,Eef Smits (Heerenveen) Free Kick at 60',Eef Smits Free Kick,2,3563,60',20800,0,0,1980-01-01,0.0,0.0,0.54,0.159,0.176,0.51,325117.0,Eef Smits,2024-11-08 06:18:23
12827,716377,125,44169017,162,Nina Nijstad (PSV Eindhoven) Blocked Pass at 60',Nina Nijstad Blocked Pass,2,3569,60',20802,0,0,1980-01-01,0.0,0.0,0.628,0.564,0.0,0.0,316075.0,Nina Nijstad,2024-11-08 06:18:23
12827,716377,126,44169018,124,Melanie Bross (PSV Eindhoven) Throw In at 62',Melanie Bross Throw In,2,3701,62',20802,0,0,1980-01-01,0.0,0.0,0.212,0.0,0.464,0.186,309947.0,Melanie Bross,2024-11-08 06:18:23
12827,716377,127,44169019,77,Jasmijn Resink (Heerenveen) Save at 62',Jasmijn Resink Save,2,3705,62',20800,0,0,1980-01-01,0.0,0.0,0.05,0.515,0.0,0.0,325877.0,Jasmijn Resink,2024-11-08 06:18:23
12827,716377,128,44169020,106,Veerle Buurman (PSV Eindhoven) Shot On Target at 62',Veerle Buurman Shot On Target,2,3705,62',20802,0,0,1980-01-01,0.0,0.0,0.492,0.215,0.056,0.478,359616.0,Veerle Buurman,2024-11-08 06:18:23
12827,716377,129,44169021,162,Chantal Schouwstra (Heerenveen) Blocked Pass at 63',Chantal Schouwstra Blocked Pass,2,3725,63',20800,0,0,1980-01-01,0.0,0.0,0.312,0.903,0.0,0.0,309878.0,Chantal Schouwstra,2024-11-08 06:18:23
12827,716377,130,44169022,124,Sara Thrige (PSV Eindhoven) Throw In at 63',Sara Thrige Throw In,2,3738,63',20802,0,0,1980-01-01,0.0,0.0,0.368,1.0,0.14,0.894,314959.0,Sara Thrige,2024-11-08 06:18:23
12827,716377,131,44169023,124,Sara Thrige (PSV Eindhoven) Throw In at 63',Sara Thrige Throw In,2,3752,63',20802,0,0,1980-01-01,0.0,0.0,0.162,1.0,0.37,0.906,314959.0,Sara Thrige,2024-11-08 06:18:23
12827,716377,132,44169024,124,Sara Thrige (PSV Eindhoven) Throw In at 63',Sara Thrige Throw In,2,3768,63',20802,0,0,1980-01-01,0.0,0.0,0.394,1.0,0.15,0.866,314959.0,Sara Thrige,2024-11-08 06:18:23
12827,716377,133,44169025,66,Riola Xhemaili (PSV Eindhoven) Foul at 63',Riola Xhemaili Foul,2,3774,63',20802,0,0,1980-01-01,0.0,0.0,0.196,0.888,0.0,0.0,309080.0,Riola Xhemaili,2024-11-08 06:18:23
12827,716377,133,44169025,66,Riola Xhemaili (PSV Eindhoven) Foul at 63',Riola Xhemaili Foul,2,3774,63',20802,0,0,1980-01-01,0.0,0.0,0.196,0.888,0.0,0.0,,Chantal Schouwstra,2024-11-08 06:18:23
12827,716377,134,44169026,96,Chantal Schouwstra (Heerenveen) Free Kick at 64',Chantal Schouwstra Free Kick,2,3781,64',20800,0,0,1980-01-01,0.0,0.0,0.32,0.923,0.866,0.8,309878.0,Chantal Schouwstra,2024-11-08 06:18:23
12827,716377,135,44169027,141,Eef Kerkhof (Heerenveen) Assists Shot at 64',Eef Kerkhof Assists Shot,2,3815,64',20800,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,309960.0,Eef Kerkhof,2024-11-08 06:18:23
12827,716377,136,44169028,117,Evi Maatman (Heerenveen) Shot Off Target at 64',Evi Maatman Shot Off Target,2,3815,64',20800,0,0,1980-01-01,0.0,0.0,0.214,0.57,0.0,0.42,309936.0,Evi Maatman,2024-11-08 06:18:23
12827,716377,136,44169028,117,Evi Maatman (Heerenveen) Shot Off Target at 64',Evi Maatman Shot Off Target,2,3815,64',20800,0,0,1980-01-01,0.0,0.0,0.214,0.57,0.0,0.42,309960.0,Eef Kerkhof,2024-11-08 06:18:23
12827,716377,137,44169029,66,Silje Stockmar (Heerenveen) Foul at 65',Silje Stockmar Foul,2,3871,65',20800,0,0,1980-01-01,0.0,0.0,0.162,0.816,0.0,0.0,392879.0,Silje Stockmar,2024-11-08 06:18:23
12827,716377,137,44169029,66,Silje Stockmar (Heerenveen) Foul at 65',Silje Stockmar Foul,2,3871,65',20800,0,0,1980-01-01,0.0,0.0,0.162,0.816,0.0,0.0,,Melanie Bross,2024-11-08 06:18:23
12827,716377,138,44169030,96,Nicky Evrard (PSV Eindhoven) Free Kick at 65',Nicky Evrard Free Kick,2,3888,65',20802,0,0,1980-01-01,0.0,0.0,0.218,0.658,0.434,0.83,257550.0,Nicky Evrard,2024-11-08 06:18:23
12827,716377,139,44169031,66,Chantal Schouwstra (Heerenveen) Foul at 66',Chantal Schouwstra Foul,2,3957,66',20800,0,0,1980-01-01,0.0,0.0,0.632,0.144,0.0,0.0,309878.0,Chantal Schouwstra,2024-11-08 06:18:23
12827,716377,139,44169031,66,Chantal Schouwstra (Heerenveen) Foul at 66',Chantal Schouwstra Foul,2,3957,66',20800,0,0,1980-01-01,0.0,0.0,0.632,0.144,0.0,0.0,,Riola Xhemaili,2024-11-08 06:18:23
12827,716377,140,44168702,76,Britt Udink (Heerenveen) Substitution at 67',Britt Udink Substitution,2,3981,67',20800,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,324232.0,Britt Udink,2024-11-08 06:18:23
12827,716377,140,44168702,76,Britt Udink (Heerenveen) Substitution at 67',Britt Udink Substitution,2,3981,67',20800,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,309936.0,Evi Maatman,2024-11-08 06:18:23
12827,716377,141,44168703,76,Lyanne Iedema (Heerenveen) Substitution at 67',Lyanne Iedema Substitution,2,3987,67',20800,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,350380.0,Lyanne Iedema,2024-11-08 06:18:23
12827,716377,141,44168703,76,Lyanne Iedema (Heerenveen) Substitution at 67',Lyanne Iedema Substitution,2,3987,67',20800,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,350378.0,Hester Algra,2024-11-08 06:18:23
12827,716377,142,44169032,96,Sara Thrige (PSV Eindhoven) Free Kick at 67',Sara Thrige Free Kick,2,3999,67',20802,0,0,1980-01-01,0.0,0.0,0.736,0.089,0.536,0.258,314959.0,Sara Thrige,2024-11-08 06:18:23
12827,716377,143,44169033,124,Melanie Bross (PSV Eindhoven) Throw In at 68',Melanie Bross Throw In,2,4029,68',20802,0,0,1980-01-01,0.0,0.0,0.642,1.0,0.736,0.941,309947.0,Melanie Bross,2024-11-08 06:18:23
12827,716377,144,44169034,124,Melanie Bross (PSV Eindhoven) Throw In at 70',Melanie Bross Throw In,2,4171,70',20802,0,0,1980-01-01,0.0,0.0,0.812,0.0,0.654,0.107,309947.0,Melanie Bross,2024-11-08 06:18:23
12827,716377,145,44169035,66,Britt Udink (Heerenveen) Foul at 70',Britt Udink Foul,2,4192,70',20800,0,0,1980-01-01,0.0,0.0,0.56,0.794,0.0,0.0,324232.0,Britt Udink,2024-11-08 06:18:23
12827,716377,145,44169035,66,Britt Udink (Heerenveen) Foul at 70',Britt Udink Foul,2,4192,70',20800,0,0,1980-01-01,0.0,0.0,0.56,0.794,0.0,0.0,,Veerle Buurman,2024-11-08 06:18:23
12827,716377,146,44169036,96,Veerle Buurman (PSV Eindhoven) Free Kick at 71',Veerle Buurman Free Kick,2,4212,71',20802,0,0,1980-01-01,0.0,0.0,0.668,0.814,0.652,0.371,359616.0,Veerle Buurman,2024-11-08 06:18:23
12827,716377,147,44169037,124,Chantal Schouwstra (Heerenveen) Throw In at 71',Chantal Schouwstra Throw In,2,4234,71',20800,0,0,1980-01-01,0.0,0.0,0.932,1.0,0.602,0.21,309878.0,Chantal Schouwstra,2024-11-08 06:18:23
12827,716377,148,44169038,124,Chantal Schouwstra (Heerenveen) Throw In at 71',Chantal Schouwstra Throw In,2,4252,71',20800,0,0,1980-01-01,0.0,0.0,0.454,1.0,0.536,0.886,309878.0,Chantal Schouwstra,2024-11-08 06:18:23
12827,716377,149,44169039,162,Chantal Schouwstra (Heerenveen) Blocked Pass at 71',Chantal Schouwstra Blocked Pass,2,4257,71',20800,0,0,1980-01-01,0.0,0.0,0.48,0.911,0.0,0.0,309878.0,Chantal Schouwstra,2024-11-08 06:18:23
12827,716377,150,44169040,124,Sara Thrige (PSV Eindhoven) Throw In at 72',Sara Thrige Throw In,2,4269,72',20802,0,0,1980-01-01,0.0,0.0,0.576,1.0,0.452,0.868,314959.0,Sara Thrige,2024-11-08 06:18:23
12827,716377,151,44169041,66,Riola Xhemaili (PSV Eindhoven) Foul at 72',Riola Xhemaili Foul,2,4274,72',20802,0,0,1980-01-01,0.0,0.0,0.604,0.952,0.0,0.0,309080.0,Riola Xhemaili,2024-11-08 06:18:23
12827,716377,151,44169041,66,Riola Xhemaili (PSV Eindhoven) Foul at 72',Riola Xhemaili Foul,2,4274,72',20802,0,0,1980-01-01,0.0,0.0,0.604,0.952,0.0,0.0,,Lyanne Iedema,2024-11-08 06:18:23
12827,716377,152,44169042,96,Chantal Schouwstra (Heerenveen) Free Kick at 72',Chantal Schouwstra Free Kick,2,4288,72',20800,0,0,1980-01-01,0.0,0.0,0.542,0.941,0.496,0.479,309878.0,Chantal Schouwstra,2024-11-08 06:18:23
12827,716377,153,44169043,124,Chantal Schouwstra (Heerenveen) Throw In at 72',Chantal Schouwstra Throw In,2,4300,72',20800,0,0,1980-01-01,0.0,0.0,0.382,0.0,0.312,0.126,309878.0,Chantal Schouwstra,2024-11-08 06:18:23
12827,716377,154,44169044,95,Chimera Ripa (PSV Eindhoven) Corner Kick at 73',Chimera Ripa Corner Kick,2,4321,73',20802,0,0,1980-01-01,0.0,0.0,0.0,0.012,0.0,0.0,309861.0,Chimera Ripa,2024-11-08 06:18:23
12827,716377,155,44168704,76,Zera Hulswit (PSV Eindhoven) Substitution at 73',Zera Hulswit Substitution,2,4346,73',20802,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,331086.0,Zera Hulswit,2024-11-08 06:18:23
12827,716377,155,44168704,76,Zera Hulswit (PSV Eindhoven) Substitution at 73',Zera Hulswit Substitution,2,4346,73',20802,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,309080.0,Riola Xhemaili,2024-11-08 06:18:23
12827,716377,156,44169045,95,Joelle Smits (PSV Eindhoven) Corner Kick at 73',Joelle Smits Corner Kick,2,4365,73',20802,0,0,1980-01-01,0.0,0.0,0.0,0.464,0.0,0.0,309950.0,Joelle Smits,2024-11-08 06:18:23
12827,716377,157,44169046,124,Sara Thrige (PSV Eindhoven) Throw In at 75',Sara Thrige Throw In,2,4442,75',20802,0,0,1980-01-01,0.0,0.0,0.622,0.0,0.828,0.197,314959.0,Sara Thrige,2024-11-08 06:18:23
12827,716377,158,44169047,77,Jet Van Beijeren (Heerenveen) Save at 75',Jet Van Beijeren Save,2,4455,75',20800,0,0,1980-01-01,0.0,0.0,0.386,0.276,0.0,0.0,330353.0,Jet Van Beijeren,2024-11-08 06:18:23
12827,716377,159,44169048,141,Chimera Ripa (PSV Eindhoven) Assists Shot at 75',Chimera Ripa Assists Shot,2,4455,75',20802,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,309861.0,Chimera Ripa,2024-11-08 06:18:23
12827,716377,160,44169049,135,Renate Jansen (PSV Eindhoven) Shot Blocked at 75',Renate Jansen Shot Blocked,2,4455,75',20802,0,0,1980-01-01,0.0,0.0,0.58,0.174,0.386,0.276,252364.0,Renate Jansen,2024-11-08 06:18:23
12827,716377,160,44169049,135,Renate Jansen (PSV Eindhoven) Shot Blocked at 75',Renate Jansen Shot Blocked,2,4455,75',20802,0,0,1980-01-01,0.0,0.0,0.58,0.174,0.386,0.276,309861.0,Chimera Ripa,2024-11-08 06:18:23
12827,716377,161,44169050,66,Eef Smits (Heerenveen) Foul at 76',Eef Smits Foul,2,4536,76',20800,0,0,1980-01-01,0.0,0.0,0.468,0.57,0.0,0.0,325117.0,Eef Smits,2024-11-08 06:18:23
12827,716377,161,44169050,66,Eef Smits (Heerenveen) Foul at 76',Eef Smits Foul,2,4536,76',20800,0,0,1980-01-01,0.0,0.0,0.468,0.57,0.0,0.0,,Nina Nijstad,2024-11-08 06:18:23
12827,716377,162,44169051,77,Jet Van Beijeren (Heerenveen) Save at 77',Jet Van Beijeren Save,2,4590,77',20800,0,0,1980-01-01,0.0,0.0,0.22,0.531,0.0,0.0,330353.0,Jet Van Beijeren,2024-11-08 06:18:23
12827,716377,163,44169052,135,Renate Jansen (PSV Eindhoven) Shot Blocked at 77',Renate Jansen Shot Blocked,2,4590,77',20802,0,0,1980-01-01,0.0,0.0,0.434,0.572,0.22,0.531,252364.0,Renate Jansen,2024-11-08 06:18:23
12827,716377,164,44169053,66,Joelle Smits (PSV Eindhoven) Foul at 77',Joelle Smits Foul,2,4604,77',20802,0,0,1980-01-01,0.0,0.0,0.306,0.441,0.0,0.0,309950.0,Joelle Smits,2024-11-08 06:18:23
12827,716377,164,44169053,66,Joelle Smits (PSV Eindhoven) Foul at 77',Joelle Smits Foul,2,4604,77',20802,0,0,1980-01-01,0.0,0.0,0.306,0.441,0.0,0.0,,Jasmijn Resink,2024-11-08 06:18:23
12827,716377,165,44169054,96,Jasmijn Resink (Heerenveen) Free Kick at 77',Jasmijn Resink Free Kick,2,4620,77',20800,0,0,1980-01-01,0.0,0.0,0.276,0.386,0.492,0.67,325877.0,Jasmijn Resink,2024-11-08 06:18:23
12827,716377,166,44169055,124,Sara Thrige (PSV Eindhoven) Throw In at 78',Sara Thrige Throw In,2,4644,78',20802,0,0,1980-01-01,0.0,0.0,0.22,0.0,0.3,0.076,314959.0,Sara Thrige,2024-11-08 06:18:23
12827,716377,167,44169056,124,Sara Thrige (PSV Eindhoven) Throw In at 79',Sara Thrige Throw In,2,4708,79',20802,0,0,1980-01-01,0.0,0.0,0.602,1.0,0.582,0.85,314959.0,Sara Thrige,2024-11-08 06:18:23
12827,716377,168,44169057,162,Fenna Meijer (Heerenveen) Blocked Pass at 79',Fenna Meijer Blocked Pass,2,4710,79',20800,0,0,1980-01-01,0.0,0.0,0.616,0.761,0.0,0.0,309968.0,Fenna Meijer,2024-11-08 06:18:23
12827,716377,169,44168705,76,Feur Stoit (PSV Eindhoven) Substitution at 80',Feur Stoit Substitution,2,4777,80',20802,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,358431.0,Feur Stoit,2024-11-08 06:18:23
12827,716377,169,44168705,76,Feur Stoit (PSV Eindhoven) Substitution at 80',Feur Stoit Substitution,2,4777,80',20802,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,252364.0,Renate Jansen,2024-11-08 06:18:23
12827,716377,170,44168706,76,Lore Jacobs (PSV Eindhoven) Substitution at 80',Lore Jacobs Substitution,2,4794,80',20802,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,388887.0,Lore Jacobs,2024-11-08 06:18:23
12827,716377,170,44168706,76,Lore Jacobs (PSV Eindhoven) Substitution at 80',Lore Jacobs Substitution,2,4794,80',20802,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,309861.0,Chimera Ripa,2024-11-08 06:18:23
12827,716377,171,44169058,124,Sara Thrige (PSV Eindhoven) Throw In at 81',Sara Thrige Throw In,2,4808,81',20802,0,0,1980-01-01,0.0,0.0,0.598,0.0,0.772,0.076,314959.0,Sara Thrige,2024-11-08 06:18:23
12827,716377,172,44169059,124,Elize Van Vilsteren (Heerenveen) Throw In at 82',Elize Van Vilsteren Throw In,2,4881,82',20800,0,0,1980-01-01,0.0,0.0,0.908,1.0,0.612,0.842,335204.0,Elize Van Vilsteren,2024-11-08 06:18:23
12827,716377,173,44169060,162,Feur Stoit (PSV Eindhoven) Blocked Pass at 82',Feur Stoit Blocked Pass,2,4885,82',20802,0,0,1980-01-01,0.0,0.0,0.924,0.034,0.0,0.0,358431.0,Feur Stoit,2024-11-08 06:18:23
12827,716377,174,44169061,124,Elize Van Vilsteren (Heerenveen) Throw In at 82',Elize Van Vilsteren Throw In,2,4892,82',20800,0,0,1980-01-01,0.0,0.0,0.936,0.0,0.418,0.883,335204.0,Elize Van Vilsteren,2024-11-08 06:18:23
12827,716377,175,44169062,124,Melanie Bross (PSV Eindhoven) Throw In at 84',Melanie Bross Throw In,2,4986,84',20802,0,0,1980-01-01,0.0,0.0,0.914,1.0,0.856,0.052,309947.0,Melanie Bross,2024-11-08 06:18:23
12827,716377,176,44169063,124,Elize Van Vilsteren (Heerenveen) Throw In at 85',Elize Van Vilsteren Throw In,2,5052,85',20800,0,0,1980-01-01,0.0,0.0,0.282,1.0,0.0,0.884,335204.0,Elize Van Vilsteren,2024-11-08 06:18:23
12827,716377,177,44169064,68,Lyanne Iedema (Heerenveen) Offside at 86',Lyanne Iedema Offside,2,5120,86',20800,0,0,1980-01-01,0.0,0.0,0.232,0.246,0.142,0.282,350380.0,Lyanne Iedema,2024-11-08 06:18:23
12827,716377,178,44169065,96,Nicky Evrard (PSV Eindhoven) Free Kick at 86',Nicky Evrard Free Kick,2,5148,86',20802,0,0,1980-01-01,0.0,0.0,0.246,0.455,0.978,0.487,257550.0,Nicky Evrard,2024-11-08 06:18:23
12827,716377,179,44169066,124,Elize Van Vilsteren (Heerenveen) Throw In at 87',Elize Van Vilsteren Throw In,2,5217,87',20800,0,0,1980-01-01,0.0,0.0,0.604,1.0,0.398,0.85,335204.0,Elize Van Vilsteren,2024-11-08 06:18:23
